caseid,birthyr,gender,race,educ,pid3,pid7,presvote20post,inputstate,region,party,visits_adult,visits_nonadult,visits,prop_adult_visits,rep,duration_adult,duration_nonadult,duration,prop_adult_duration,yes_visit_adults,race2,cohort,age,age2,educ2
200661421,1963,2,1,4,3,3,1,39,2,D,0.0,1728.0,1728.0,0.0,0.0,0.0,77642.0,77642.0,0.0,0.0,1,1960,60,3600,4
200686597,1992,2,6,5,5,8,-1,48,3,,246.0,3991.0,4237.0,5.80599480764692,,25962.0,234186.0,260148.0,9.979703860879193,1.0,5,1990,31,961,4
200953869,1959,2,1,5,2,7,2,42,1,R,0.0,20.0,20.0,0.0,1.0,0.0,1182.0,1182.0,0.0,0.0,1,1960,64,4096,4
201302005,1966,2,2,3,5,8,1,12,3,,20.0,527.0,547.0,3.656307129798903,,6166.0,23855.0,30021.0,20.53895606408847,1.0,2,1970,57,3249,3
201590505,1977,1,4,5,3,3,1,6,4,D,3.0,11083.0,11086.0,0.027061158217571712,0.0,78.0,383083.0,383161.0,0.02035697787614084,1.0,4,1980,46,2116,4
201631749,1996,1,3,5,3,4,1,6,4,I,1189.0,16279.0,17468.0,6.806732310510648,,33818.0,409178.0,442996.0,7.633928974527987,1.0,3,2000,27,729,4
2019721,1981,2,1,4,1,1,1,12,3,D,0.0,3419.0,3419.0,0.0,0.0,0.0,283898.0,283898.0,0.0,0.0,1,1980,42,1764,4
202180733,1961,1,2,4,-1,-1,-1,6,4,,948.0,714.0,1662.0,57.03971119133574,,369674.0,162610.0,532284.0,69.45051889592774,1.0,2,1960,62,3844,4
202293781,1984,2,1,2,3,4,6,27,2,I,0.0,825.0,825.0,0.0,,0.0,39065.0,39065.0,0.0,0.0,1,1980,39,1521,2
202467369,1985,2,1,5,2,7,2,36,1,R,0.0,2451.0,2451.0,0.0,1.0,0.0,162766.0,162766.0,0.0,0.0,1,1980,38,1444,4
202568909,1993,2,5,6,-1,-1,-1,42,1,,0.0,8512.0,8512.0,0.0,,0.0,168912.0,168912.0,0.0,0.0,5,1990,30,900,4
202575221,1970,2,1,3,2,7,2,12,3,R,0.0,5564.0,5564.0,0.0,1.0,0.0,364540.0,364540.0,0.0,0.0,1,1970,53,2809,3
202579925,1965,1,1,3,1,1,1,29,2,D,0.0,40.0,40.0,0.0,0.0,0.0,770.0,770.0,0.0,0.0,1,1960,58,3364,3
203109813,1996,2,1,5,3,3,1,49,4,D,0.0,634.0,634.0,0.0,0.0,0.0,26770.0,26770.0,0.0,0.0,1,2000,27,729,4
203250525,1970,2,1,2,1,1,1,42,1,D,0.0,7971.0,7971.0,0.0,0.0,0.0,83329.0,83329.0,0.0,0.0,1,1970,53,2809,2
203253337,2000,2,1,3,-1,-1,-1,42,1,,0.0,3861.0,3861.0,0.0,,0.0,147797.0,147797.0,0.0,0.0,1,2000,23,529,3
203271,1980,2,1,6,1,2,-1,54,3,D,0.0,6555.0,6555.0,0.0,0.0,0.0,94707.0,94707.0,0.0,0.0,1,1980,43,1849,4
203359885,1981,2,1,4,3,3,1,26,2,D,0.0,10151.0,10151.0,0.0,0.0,0.0,365010.0,365010.0,0.0,0.0,1,1980,42,1764,4
203430477,1949,2,1,5,3,5,1,12,3,R,0.0,49000.0,49000.0,0.0,1.0,0.0,514403.0,514403.0,0.0,0.0,1,1950,74,5476,4
203457165,1960,2,1,3,1,1,1,41,4,D,0.0,28385.0,28385.0,0.0,0.0,0.0,689817.0,689817.0,0.0,0.0,1,1960,63,3969,3
204288513,1991,1,1,2,3,4,2,54,3,I,42.0,79880.0,79922.0,0.0525512374565201,,432.0,790007.0,790439.0,0.05465317374269235,1.0,1,1990,32,1024,2
